recorded_at,market_time,london_date,equity_gbp,benchmark_gbp,pnl_gbp,return_pct,benchmark_return_pct,excess_percentage_points,cash_gbp,costs_gbp,holdings
2026-09-11 11:29:48.032362+00:00,2026-09-11 10:00:00+00:00,2026-09-11,989.3970728264287,997.8029818820954,-10.602927173571288,-1.0602927173571253,-0.21970181179046255,-0.8405909055666712,989.3970728264287,1.1913596545603533,{}
2026-09-11 12:36:44.751760+00:00,2026-09-11 11:00:00+00:00,2026-09-11,989.3970728264287,998.0825773840223,-10.602927173571288,-1.0602927173571253,-0.19174226159777152,-0.8685504557593617,989.3970728264287,1.1913596545603533,{}
2026-09-11 13:31:05.023356+00:00,2026-09-11 12:00:00+00:00,2026-09-11,989.3970728264287,1001.2971792151003,-10.602927173571288,-1.0602927173571253,0.1297179215100197,-1.1900106388671587,989.3970728264287,1.1913596545603533,{}
2026-09-11 14:31:13.106709+00:00,2026-09-11 13:00:00+00:00,2026-09-11,989.3970728264287,1000.5982970947233,-10.602927173571288,-1.0602927173571253,0.05982970947233657,-1.1201224268294596,989.3970728264287,1.1913596545603533,{}
2026-09-11 15:30:44.263169+00:00,2026-09-11 14:00:00+00:00,2026-09-11,989.3970728264287,998.0825773840223,-10.602927173571288,-1.0602927173571253,-0.19174226159777152,-0.8685504557593617,989.3970728264287,1.1913596545603533,{}
2026-09-11 16:31:25.885495+00:00,2026-09-11 15:00:00+00:00,2026-09-11,989.3970728264287,1000.7380948456866,-10.602927173571288,-1.0602927173571253,0.07380948456865433,-1.1341022019257934,989.3970728264287,1.1913596545603533,{}
2026-09-15 08:34:31.570873+00:00,2026-09-15 07:00:00+00:00,2026-09-15,989.3970728264287,988.8578452403584,-10.602927173571288,-1.0602927173571253,-1.1142154759641532,0.053922758607029664,989.3970728264287,1.1913596545603533,{}
2026-09-15 09:36:37.685083+00:00,2026-09-15 08:00:00+00:00,2026-09-15,989.3970728264287,988.5783563728717,-10.602927173571288,-1.0602927173571253,-1.1421643627128386,0.08187164535570446,989.3970728264287,1.1913596545603533,{}
2026-09-15 10:31:35.915213+00:00,2026-09-15 09:00:00+00:00,2026-09-15,989.3970728264287,990.3953005976357,-10.602927173571288,-1.0602927173571253,-0.9604699402364303,-0.09982277712069845,989.3970728264287,1.1913596545603533,{}
2026-09-15 11:30:24.321527+00:00,2026-09-15 10:00:00+00:00,2026-09-15,989.3970728264287,992.4918403243266,-10.602927173571288,-1.0602927173571253,-0.750815967567342,-0.30947674978979195,989.3970728264287,1.1913596545603533,{}
2026-09-15 12:36:42.934684+00:00,2026-09-15 11:00:00+00:00,2026-09-15,989.3970728264287,992.6315314408499,-10.602927173571288,-1.0602927173571253,-0.7368468559150076,-0.32344586144212145,989.3970728264287,1.1913596545603533,{}
2026-09-15 13:31:53.295177+00:00,2026-09-15 12:00:00+00:00,2026-09-15,989.3970728264287,993.6099024287137,-10.602927173571288,-1.0602927173571253,-0.639009757128628,-0.42128296022849554,989.3970728264287,1.1913596545603533,{}
2026-09-15 14:31:03.357980+00:00,2026-09-15 13:00:00+00:00,2026-09-15,989.3970728264287,990.9543849670492,-10.602927173571288,-1.0602927173571253,-0.904561503295076,-0.15573121406205245,989.3970728264287,1.1913596545603533,{}
2026-09-15 15:30:19.228250+00:00,2026-09-15 14:00:00+00:00,2026-09-15,989.3970728264287,987.7396765015312,-10.602927173571288,-1.0602927173571253,-1.2260323498468728,0.16573963248974904,989.3970728264287,1.1913596545603533,{}
2026-09-15 16:31:26.139144+00:00,2026-09-15 15:00:00+00:00,2026-09-15,989.3970728264287,989.2771318588085,-10.602927173571288,-1.0602927173571253,-1.07228681411915,0.011994096762020946,989.3970728264287,1.1913596545603533,{}
2026-09-16 08:33:07.226403+00:00,2026-09-16 07:00:00+00:00,2026-09-16,989.3970728264287,993.6099024287137,-10.602927173571288,-1.0602927173571253,-0.639009757128628,-0.42128296022849554,989.3970728264287,1.1913596545603533,{}
2026-09-16 09:31:15.263326+00:00,2026-09-16 08:00:00+00:00,2026-09-16,989.3970728264287,993.1795258284938,-10.602927173571288,-1.0602927173571253,-0.6820474171506219,-0.378245300206504,989.3970728264287,1.1913596545603533,{}
2026-09-16 10:31:37.943122+00:00,2026-09-16 09:00:00+00:00,2026-09-16,989.3970728264287,993.7497001796771,-10.602927173571288,-1.0602927173571253,-0.625029982032288,-0.43526273532484083,989.3970728264287,1.1913596545603533,{}
2026-09-16 11:31:10.380922+00:00,2026-09-16 10:00:00+00:00,2026-09-16,989.3970728264287,994.1689867981272,-10.602927173571288,-1.0602927173571253,-0.5831013201872848,-0.47719139716984954,989.3970728264287,1.1913596545603533,{}
2026-09-16 12:37:24.395269+00:00,2026-09-16 11:00:00+00:00,2026-09-16,989.3970728264287,996.6848131432683,-10.602927173571288,-1.0602927173571253,-0.3315186856731711,-0.7287740316839632,989.3970728264287,1.1913596545603533,{}
2026-09-16 13:32:26.559745+00:00,2026-09-16 12:00:00+00:00,2026-09-16,989.3970728264287,996.4053242757816,-10.602927173571288,-1.0602927173571253,-0.35946757242184546,-0.7008251449352884,989.3970728264287,1.1913596545603533,{}
2026-09-16 14:31:40.995217+00:00,2026-09-16 13:00:00+00:00,2026-09-16,989.3970728264287,996.4053242757816,-10.602927173571288,-1.0602927173571253,-0.35946757242184546,-0.7008251449352884,989.3970728264287,1.1913596545603533,{}
2026-09-16 15:30:59.924722+00:00,2026-09-16 14:00:00+00:00,2026-09-16,989.3970728264287,996.4053242757816,-10.602927173571288,-1.0602927173571253,-0.35946757242184546,-0.7008251449352884,989.3970728264287,1.1913596545603533,{}
2026-09-16 16:30:42.930102+00:00,2026-09-16 15:00:00+00:00,2026-09-16,989.3970728264287,997.1040997617184,-10.602927173571288,-1.0602927173571253,-0.2895900238281568,-0.7707026935289718,989.3970728264287,1.1913596545603533,{}
2026-09-17 08:32:35.274774+00:00,2026-09-17 07:00:00+00:00,2026-09-17,990.5726762711655,1000.3188082272366,-9.427323728834494,-0.942732372883448,0.031880822723651114,-0.9746131956071054,286.9319969118751,1.7528824970180301,"{""IITU.L"": 18.39997225846558}"
2026-09-17 09:31:49.082597+00:00,2026-09-17 08:00:00+00:00,2026-09-17,991.650934411107,1000.5982970947233,-8.34906558889304,-0.8349065588893034,0.05982970947233657,-0.8947362683616348,286.9319969118751,1.7528824970180301,"{""IITU.L"": 18.39997225846558}"
2026-09-17 10:30:49.671898+00:00,2026-09-17 09:00:00+00:00,2026-09-17,991.650934411107,1000.7380948456866,-8.34906558889304,-0.8349065588893034,0.07380948456865433,-0.9087160434579686,286.9319969118751,1.7528824970180301,"{""IITU.L"": 18.39997225846558}"
2026-09-17 11:29:55.848813+00:00,2026-09-17 10:00:00+00:00,2026-09-17,991.650934411107,1000.7380948456866,-8.34906558889304,-0.8349065588893034,0.07380948456865433,-0.9087160434579686,286.9319969118751,1.7528824970180301,"{""IITU.L"": 18.39997225846558}"
2026-09-17 12:36:40.307554+00:00,2026-09-17 11:00:00+00:00,2026-09-17,994.0429308047073,1004.3720899296549,-5.957069195292661,-0.5957069195292708,0.43720899296548765,-1.0329159124947522,286.9319969118751,1.7528824970180301,"{""IITU.L"": 18.39997225846558}"
2026-09-17 13:31:36.737480+00:00,2026-09-17 12:00:00+00:00,2026-09-17,995.5149285853846,1006.3288319053823,-4.4850714146153905,-0.44850714146154047,0.6328831905382248,-1.0813903319997735,286.9319969118751,1.7528824970180301,"{""IITU.L"": 18.39997225846558}"
2026-09-17 14:32:04.599966+00:00,2026-09-17 13:00:00+00:00,2026-09-17,996.6189269208926,1004.7913765481051,-3.3810730791074093,-0.33810730791073995,0.47913765481051307,-0.8172449627212472,286.9319969118751,1.7528824970180301,"{""IITU.L"": 18.39997225846558}"
2026-09-17 15:30:23.456507+00:00,2026-09-17 14:00:00+00:00,2026-09-17,998.8269235919084,1005.7697475359688,-1.1730764080915606,-0.11730764080916112,0.5769747535968817,-0.6942823944060365,286.9319969118751,1.7528824970180301,"{""IITU.L"": 18.39997225846558}"
2026-09-17 16:31:16.206047+00:00,2026-09-17 15:00:00+00:00,2026-09-17,1000.114921650001,1006.7481185238325,0.11492165000095156,0.011492165000093202,0.6748118523832503,-0.6633196873831594,286.9319969118751,1.7528824970180301,"{""IITU.L"": 18.39997225846558}"
2026-09-18 08:31:35.487685+00:00,2026-09-18 07:00:00+00:00,2026-09-18,1004.8989144372022,1008.2855738811098,4.898914437202166,0.4898914437202251,0.8285573881109842,-0.3386659443907661,286.9319969118751,1.7528824970180301,"{""IITU.L"": 18.39997225846558}"
2026-09-18 09:30:35.831348+00:00,2026-09-18 08:00:00+00:00,2026-09-18,1003.4269166565248,1007.0277140257593,3.4269166565247815,0.34269166565248366,0.7027714025759302,-0.3600797369234556,286.9319969118751,1.7528824970180301,"{""IITU.L"": 18.39997225846558}"
2026-09-18 10:30:07.177485+00:00,2026-09-18 09:00:00+00:00,2026-09-18,1001.770919153263,1005.3504609175186,1.7709191532629802,0.17709191532628843,0.5350460917518562,-0.3579541764255623,286.9319969118751,1.7528824970180301,"{""IITU.L"": 18.39997225846558}"
2026-09-18 11:28:59.897323+00:00,2026-09-18 10:00:00+00:00,2026-09-18,1003.9789158242788,1006.7481185238325,3.978915824278829,0.39789158242788947,0.6748118523832503,-0.2769202699553716,286.9319969118751,1.7528824970180301,"{""IITU.L"": 18.39997225846558}"
2026-09-18 12:35:09.737566+00:00,2026-09-18 11:00:00+00:00,2026-09-18,1002.3229183210169,1006.189034154419,2.322918321016914,0.23229183210169424,0.6189034154419071,-0.3866115833402091,286.9319969118751,1.7528824970180301,"{""IITU.L"": 18.39997225846558}"
2026-09-18 13:29:32.846347+00:00,2026-09-18 12:00:00+00:00,2026-09-18,1001.2189199855089,1004.7913765481051,1.2189199855089328,0.12189199855088262,0.47913765481051307,-0.357245656259613,286.9319969118751,1.7528824970180301,"{""IITU.L"": 18.39997225846558}"
2026-09-18 14:30:25.871907+00:00,2026-09-18 13:00:00+00:00,2026-09-18,1001.4029197080936,1003.3937189417911,1.4029197080935774,0.14029197080935862,0.33937189417911906,-0.19907992336975439,286.9319969118751,1.7528824970180301,"{""IITU.L"": 18.39997225846558}"
2026-09-18 15:30:07.489758+00:00,2026-09-18 14:00:00+00:00,2026-09-18,999.5629224822471,1002.221166638516,-0.4370775177528685,-0.043707751775290404,0.22211666385161255,-0.2658244156268893,286.9319969118751,1.7528824970180301,"{""IITU.L"": 18.39997225846558}"
2026-09-18 16:29:34.112563+00:00,2026-09-18 15:00:00+00:00,2026-09-18,999.9309219274164,1001.5767747170271,-0.06907807258357934,-0.006907807258360599,0.15767747170269963,-0.16458527896106717,286.9319969118751,1.7528824970180301,"{""IITU.L"": 18.39997225846558}"
2026-09-21 08:32:13.471037+00:00,2026-09-21 07:00:00+00:00,2026-09-21,1010.2349063921572,1010.801400226251,10.2349063921572,1.0234906392157184,1.0801400226250868,-0.05664938340937624,286.9319969118751,1.7528824970180301,"{""IITU.L"": 18.39997225846558}"
2026-09-21 09:31:30.525544+00:00,2026-09-21 08:00:00+00:00,2026-09-21,1010.9709052824958,1011.6399734631513,10.970905282495778,1.097090528249578,1.1639973463151154,-0.06690681806554721,286.9319969118751,1.7528824970180301,"{""IITU.L"": 18.39997225846558}"
2026-09-21 10:30:19.538985+00:00,2026-09-21 09:00:00+00:00,2026-09-21,1011.7683572051819,1011.8385267906066,11.768357205181928,1.1768357205181879,1.1838526790606485,-0.00701695854246509,286.9319969118751,1.7528824970180301,"{""IITU.L"": 18.39997225846558}"
2026-09-21 11:31:12.901284+00:00,2026-09-21 10:00:00+00:00,2026-09-21,1012.2589033405884,1012.618344451015,12.258903340588404,1.2258903340588434,1.2618344451015062,-0.03594411104265873,286.9319969118751,1.7528824970180301,"{""IITU.L"": 18.39997225846558}"
2026-09-21 12:34:17.616343+00:00,2026-09-21 11:00:00+00:00,2026-09-21,1011.7069041728344,1012.1850887209125,11.706904172834356,1.1706904172834376,1.2185088720912507,-0.04781845480781612,286.9319969118751,1.7528824970180301,"{""IITU.L"": 18.39997225846558}"
2026-09-21 13:30:27.957033+00:00,2026-09-21 12:00:00+00:00,2026-09-21,1011.5229044502497,1011.7797712141147,11.522904450249712,1.1522904450249616,1.1779771214114776,-0.02568667638649913,286.9319969118751,1.7528824970180301,"{""IITU.L"": 18.39997225846558}"
2026-09-21 14:31:12.402997+00:00,2026-09-21 13:00:00+00:00,2026-09-21,1013.9149008438502,1012.618344451015,13.914900843850205,1.3914900843850164,1.2618344451015062,0.1296556392835214,286.9319969118751,1.7528824970180301,"{""IITU.L"": 18.39997225846558}"
